1997
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
SAVA,2.6101424e-05,0.010723487744,0.015308541952,0.10278961152,0.440093638656,0.001509754624,0.000987210496,16.866267365376,0.27014488064,0.0,0.037000630272,0.143139602432,0.012161964032,0.906912923648,18.807285803806007
BORF,0.003637689344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0851572e-05,0.0,0.0,0.0,0.0,0.0036885410202463034
TEMF,0.011268027392,0.007360166912,2.9073254e-05,0.0,0.074673700864,0.005952293376,5.8108136e-05,0.0,0.002461628928,0.0,0.10602143744,0.025804019712,0.0,0.060712022016,0.29434047750614584
DEFO,0.0,0.0,0.005153816576,0.036585480192,0.341114683392,0.0,0.0,1.430041264128,0.06254176256,0.0,0.007905868288,0.291070017536,0.0,0.00294943232,2.177362264030544
PEAT,0.000201560896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3084495e-06,0.0,0.0,0.0,0.0,0.00020486935177894716
AGRI,0.000184262608,0.038254272512,0.043352203264,0.007851626496,0.08508469248,0.005998787584,0.003415734016,1.128026865664,0.031686483968,0.000175023504,0.020291014656,0.12384489472,0.009347926016,0.007177678848,1.5126011490867561
All sources,13.153562267318838,3.250302329381948,7.3646834705615385,1.8318931714647992,23.701129911965467,1.3485632518856419,0.39340651465559,56.63208366627665,94.04552158124665,26.52362991738954,7.988323982587699,13.069702094404725,21.17626965551678,21.73733857717499,292.33413817316193

2012
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
SAVA,0.0,0.008535412736,0.030703233024,0.224369557504,0.3394207744,0.000119838544,0.000377203392,12.762541457408,0.18277376,0.0,0.008499299328,0.295566180352,0.038046359552,1.684339163136,15.575364647326602
BORF,0.001261308672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008267829248,0.0,0.0,0.0,0.0,0.00952913816411471
TEMF,0.004682883072,0.004298642944,0.0,0.0,0.045946785792,5.204918e-05,0.0,0.0,0.003191827968,0.0,0.015418781696,0.017002090496,0.0,0.080700719104,0.17129378730297973
DEFO,0.0,0.0,0.010446532608,0.148376879104,0.032084709376,0.0,0.0,0.343635820544,0.0,0.0,0.0,0.49998757888,0.05923647488,0.282328170496,1.3760961675875873
PEAT,1.2483791e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2288061e-05,0.0,0.0,0.0,0.0,2.4771852945083656e-05
AGRI,0.0,0.026303330304,0.047453863936,0.02447346688,0.09783328768,0.00071784448,0.000797486336,0.989487038464,0.012797427712,4.9166872e-05,0.008971085824,0.094918893568,0.01170999296,0.012471816192,1.328501299315347
All sources,13.681917240030023,4.141402316781291,2.7017219665843677,2.6028557755458266,45.892602394236484,2.0387827417183226,0.35347196358689437,50.78777279189059,85.78716313147602,56.83220510550965,9.138971974098553,18.510023363012138,21.03508699619294,22.18588465077307,335.76068367551943

2013
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
SAVA,0.0,0.00786433536,0.014561022976,0.14763474944,0.368110895104,0.000973700608,0.000663608512,13.237033631744,0.146833276928,0.0,0.023910572032,0.086584344576,0.019211106304,0.305349820416,14.358807582939335
BORF,0.00149157376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000311473504,0.000252980096,0.0,0.0,0.0,0.002056027413650852
TEMF,0.0018850944,0.00911736832,4.0599868e-05,0.0,0.059560275968,0.00104618272,0.000131856472,0.0,0.00053161184,0.00113831168,0.109260546048,0.010419014656,0.0,0.144188964864,0.3373198191620455
DEFO,0.0,0.0,0.001159858304,0.010951312384,0.1251805184,0.0,0.0,0.572334538752,0.009951756288,0.0,0.002051814016,0.151558455296,0.0,0.059393081344,0.932581313448472
PEAT,2.818508e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44711275e-06,0.0,0.0,0.0,2.963219258234015e-05
AGRI,0.0,0.022809647104,0.037175468032,0.013760304128,0.12727574528,0.002700648448,0.001798325248,0.911024062464,0.014521054208,0.00107127712,0.044994904064,0.105811197952,0.007849315328,0.006068837376,1.2977262208326392
All sources,27.170445052324414,2.7065340966245937,6.525271381183637,2.9633823007077273,21.817675725270632,0.916038375254244,0.34132928691395575,53.47083250387745,93.44451879201351,22.123178350123766,6.762145489394625,18.542308583412847,15.45122957095391,10.905064046225556,283.2223179673548

2014
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
SAVA,1.235249e-05,0.009384681472,0.020411547648,0.211945357312,0.387569713152,0.000386666912,0.00115648256,13.86318135296,0.220802891776,0.0,0.012973698048,0.137415573504,0.023724220416,0.33882062848,15.22790663421682
BORF,0.004960181248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00496018102144241
TEMF,0.009674287104,0.004131512832,0.00014717536,0.0,0.027354128384,1.046205375e-06,0.0,0.0,0.00370874368,1.2628243e-05,0.047224848384,0.016565009408,0.0,0.01698685952,0.12580624167097534
DEFO,0.0,0.0,0.005648234496,0.07477387264,0.130263441408,0.0,0.0,0.556967329792,0.009319010304,0.0,0.0,0.096258572288,0.01061307392,0.11382235136,0.9976659331580278
PEAT,0.000248844112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002488441058799637
AGRI,0.0,0.035567177728,0.042235625472,0.0254870528,0.082760630272,0.002772813824,0.000764761408,0.864713703424,0.021945212928,0.000134221312,0.016091987968,0.140182765568,0.00296745856,0.007922149376,1.2440323398290805
All sources,31.160298628875495,3.038820305355382,2.411447592928472,4.737329577866025,31.740338337919507,0.8818141112869131,0.32616255849952613,50.419279285684894,85.47436993633919,33.20355897319226,12.033791063980011,22.5480610466876,57.722247039981795,15.148480771581173,350.9149925898547

